date,new_cases,new_deaths,new_tests,year,month,day,weekday,total_new_cases,location,continent,population,life_expectancy,hospital_beds_per_thousand,gdp_per_capita
2020-08-21,840.0,6.0,44943.0,2020,8,21,4,256563.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-08-22,947.0,9.0,46613.0,2020,8,22,5,257510.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-08-23,1071.0,3.0,47463.0,2020,8,23,6,258581.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-08-24,1209.0,7.0,33358.0,2020,8,24,0,259790.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-08-25,953.0,4.0,45798.0,2020,8,25,1,260743.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-08-26,876.0,4.0,58054.0,2020,8,26,2,261619.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-08-27,1366.0,13.0,57640.0,2020,8,27,3,262985.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-08-28,1409.0,5.0,65135.0,2020,8,28,4,264394.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-08-29,1460.0,9.0,64294.0,2020,8,29,5,265854.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-08-30,1444.0,1.0,53541.0,2020,8,30,6,267298.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-08-31,1365.0,4.0,42583.0,2020,8,31,0,268663.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-09-01,996.0,6.0,54395.0,2020,9,1,1,269659.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-09-02,975.0,8.0,,2020,9,2,2,270634.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-09-03,1326.0,6.0,,2020,9,3,3,271960.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
